Ano;Tipo de Emenda;Autor da emenda;Número da emenda;Localidade do gasto (Regionalização);Função;Subfunção;Programa Orçamentário;Ação Orçamentária;Plano Orçamentário;Código da emenda;Valor empenhado;Valor liquidado;Valor pago;Valor Restos a Pagar Inscritos;Valor Restos a Pagar Cancelados;Valor Restos a Pagar Pagos
2020;Emenda Individual - Transferências com Finalidade Definida;CHARLLES EVANGELISTA;7;MINAS GERAIS (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;2,02039E+11;400.000,00;0;0;400.000,00;0;400.000,00
2021;Emenda Individual - Transferências com Finalidade Definida;LUCAS BARRETO;1;AMAPÁ (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;2,02141E+11;400.000,00;0;0;1.188.500,00;0;11.500,00
2020;Emenda Individual - Transferências com Finalidade Definida;JOSE MARANHAO;7;PARAÍBA (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;0048 - APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS;APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS - DESPESAS DIVERSAS;2,0202E+11;400.000,00;0;0;501.514,52;0;298.485,48
2023;Emenda Individual - Transferências com Finalidade Definida;SORAYA SANTOS;4;QUISSAMÃ - RJ;Educação;Educação básica;5011 - EDUCACAO BASICA DE QUALIDADE;0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA;AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA - DESPESAS DIVERSAS;2,02338E+11;400.000,00;0;0;400.000,00;0;0
2020;Emenda Individual - Transferências com Finalidade Definida;GLAUBER BRAGA;17;RIO DE JANEIRO (UF);Educação;Educação básica;5011 - EDUCACAO BASICA DE QUALIDADE;20RI - FUNCIONAMENTO DAS INSTITUICOES FEDERAIS DE EDUCACAO BASICA;FUNCIONAMENTO DAS INSTITUICOES FEDERAIS DE EDUCACAO BASICA - DESPESAS DIVERSAS;2,02026E+11;400.000,00;24.000,00;24.000,00;376.000,00;75.048,18;300.951,82
2022;Emenda Individual - Transferências com Finalidade Definida;TALIRIA PETRONE;3;RIO DE JANEIRO (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,02241E+11;400.000,00;200.000,00;200.000,00;200.000,00;0;200.000,00
2022;Emenda Individual - Transferências com Finalidade Definida;ROGERIO CORREIA;6;MINAS GERAIS (UF);Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;2,02241E+11;400.000,00;0;0;423.624,20;0;376.375,80
2020;Emenda Individual - Transferências com Finalidade Definida;GLAUBER BRAGA;15;RIO DE JANEIRO (UF);Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;2,02026E+11;400.000,00;0;0;400.000,00;0;400.000,00
2024;Emenda Individual - Transferências com Finalidade Definida;MARA GABRILLI;7;SÃO PAULO (UF);Educação;Ensino superior;5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE;0048 - APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS;APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS - DESPESAS DIVERSAS;2,02441E+11;400.000,00;0;0;800.000,00;0;0
2020;Emenda Individual - Transferências com Finalidade Definida;BENEDITA DA SILVA;12;RIO DE JANEIRO (UF);Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;219U - APOIO AO FUNCIONAMENTO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;APOIO AO FUNCIONAMENTO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS;2,02013E+11;400.000,00;302.126,17;302.126,17;110.773,83;0;84.973,83
2020;Emenda Individual - Transferências com Finalidade Definida;VICENTINHO;17;SÃO PAULO (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;2,0202E+11;400.000,00;97.950,00;42.930,00;363.415,20;115.076,82;235.647,98
2024;Emenda Individual - Transferências com Finalidade Definida;BANDEIRA DE MELLO;18;RIO DE JANEIRO (UF);Educação;Ensino superior;5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE;0048 - APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS;APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS - DESPESAS DIVERSAS;2,02443E+11;400.000,00;0;0;800.000,00;0;0
2020;Emenda Individual - Transferências com Finalidade Definida;JOAO DANIEL;4;AQUIDABÃ - SE;Educação;Educação básica;5011 - EDUCACAO BASICA DE QUALIDADE;0509 - APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA;APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA - DESPESAS DIVERSAS;2,02037E+11;400.000,00;0;0;686.326,62;218,58;113.454,80
2024;Emenda Individual - Transferências com Finalidade Definida;DANIEL ALMEIDA;11;BAHIA (UF);Educação;Ensino profissional;5112 - EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA;20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;2,02413E+11;400.000,00;324.702,65;324.702,65;129.594,70;0;21.000,00
2020;Emenda Individual - Transferências com Finalidade Definida;ROGERIO CARVALHO;7;SERGIPE (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;2,02041E+11;400.000,00;0;0;427.352,80;0;372.647,20
2022;Emenda Individual - Transferências com Finalidade Definida;MARCELO RAMOS;8;AMAZONAS (UF);Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;2,02291E+11;400.000,00;0;0;400.305,52;0;399.694,48
2023;Emenda Individual - Transferências com Finalidade Definida;AUGUSTO COUTINHO;9;Nacional;Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,02327E+11;400.000,00;0;0;0;0;400.000,00
2021;Emenda Individual - Transferências com Finalidade Definida;AIRTON FALEIRO;4;MARABÁ - PA;Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;2,02139E+11;400.000,00;0;0;800.000,00;0;400.000,00
2024;Emenda Individual - Transferências com Finalidade Definida;AFONSO MOTTA;9;RIO GRANDE DO SUL (UF);Educação;Ensino superior;5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE;0048 - APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS;APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS - DESPESAS DIVERSAS;2,0243E+11;400.000,00;0;0;800.000,00;0;0
2024;Emenda Individual - Transferências com Finalidade Definida;NATALIA BONAVIDES;1;RIO GRANDE DO NORTE (UF);Educação;Ensino superior;5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE;0048 - APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS;APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS - DESPESAS DIVERSAS;2,02442E+11;400.000,00;0;0;800.000,00;0;0
2021;Emenda Individual - Transferências com Finalidade Definida;SORAYA THRONICKE;13;CAMPO GRANDE - MS;Educação;Educação básica;5011 - EDUCACAO BASICA DE QUALIDADE;20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA;APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS;2,02141E+11;400.000,00;0;0;1.200.000,00;0;0
2022;Emenda Individual - Transferências com Finalidade Definida;MARCIO ALVINO;12;JACAREÍ - SP;Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS;2,02237E+11;400.000,00;0;0;400.000,00;0;400.000,00
2024;Emenda Individual - Transferências com Finalidade Definida;MARA GABRILLI;10;SÃO PAULO (UF);Educação;Ensino superior;5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE;20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;2,02441E+11;400.000,00;150.961,45;150.961,45;388.947,33;0;109.129,77
2021;Emenda Individual - Transferências com Finalidade Definida;IZALCI LUCAS;8;DISTRITO FEDERAL (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;2,02141E+11;400.000,00;220.000,00;220.000,00;360.000,00;0;180.000,00
2020;Emenda Individual - Transferências com Finalidade Definida;ROSANGELA GOMES;6;RIO DE JANEIRO (UF);Educação;Assistência hospitalar e ambulatorial;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;4086 - FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS DE ENSINO;FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS - DESPESAS DIVERSAS;2,02038E+11;400.000,00;0;0;400.000,00;0;400.000,00
2020;Emenda Individual - Transferências com Finalidade Definida;CELIO SILVEIRA;3;GOIÁS (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;2,02031E+11;400.000,00;327.298,00;327.298,00;72.702,00;0;72.702,00
2024;Emenda Individual - Transferências com Finalidade Definida;GILBERTO ABRAMO;8;MINAS GERAIS (UF);Educação;Ensino superior;5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE;20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;2,0244E+11;400.000,00;397.580,14;397.580,14;2.419,86;0;2.419,86
2022;Emenda Individual - Transferências com Finalidade Definida;ROSANGELA GOMES;4;RIO DE JANEIRO (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,02238E+11;400.000,00;15.000,00;15.000,00;428.600,00;0;341.400,00
2021;Emenda Individual - Transferências com Finalidade Definida;TABATA AMARAL;14;SÃO PAULO (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;2,02141E+11;400.000,00;32.154,90;21.436,60;757.127,00;0;378.563,20
2024;Emenda Individual - Transferências com Finalidade Definida;MARA GABRILLI;1;SÃO PAULO (UF);Educação;Ensino superior;5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE;20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;2,02441E+11;400.000,00;17.949,00;17.949,00;764.102,00;0;0
2022;Emenda Individual - Transferências com Finalidade Definida;BOHN GASS;6;RIO GRANDE DO SUL (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,02229E+11;400.000,00;400.000,00;200.000,00;200.000,00;0;200.000,00
2021;Emenda Individual - Transferências com Finalidade Definida;CHICO DANGELO;13;RIO DE JANEIRO (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,02125E+11;400.000,00;0;0;800.000,00;0;400.000,00
2024;Emenda Individual - Transferências com Finalidade Definida;LUCAS REDECKER;7;RIO GRANDE DO SUL (UF);Educação;Ensino superior;5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;2,0244E+11;400.000,00;0;0;657.786,11;0;142.213,89
2022;Emenda Individual - Transferências com Finalidade Definida;PEDRO UCZAI;1;SANTA CATARINA (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,02229E+11;400.000,00;400.000,00;200.000,00;200.000,00;0;200.000,00
2024;Emenda Individual - Transferências com Finalidade Definida;DANIELA DO WAGUINHO;14;RIO DE JANEIRO (UF);Educação;Assistência hospitalar e ambulatorial;5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE;20RX - REESTRUTURACAO E MODERNIZACAO DOS HOSPITAIS UNIVERSITARIOS FEDERAIS - REHUF;REESTRUTURACAO E MODERNIZACAO DOS HOSPITAIS UNIVERSITARIOS FEDERAIS - REHUF;2,0244E+11;400.000,00;400.000,00;400.000,00;0;0;0
2020;Emenda Individual - Transferências com Finalidade Definida;LEDA SADALA;5;AMAPÁ (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,02041E+11;400.000,00;0;0;422.333,00;0;377.667,00
2024;Emenda Individual - Transferências com Finalidade Definida;ALIEL MACHADO;11;PARANÁ (UF);Educação;Ensino profissional;5112 - EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA;20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;2,0243E+11;400.000,00;200.000,00;138.882,00;461.118,00;0;61.118,00
2024;Emenda Individual - Transferências com Finalidade Definida;GUILHERME BOULOS;15;SÃO PAULO (UF);Educação;Ensino superior;5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE;20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;2,02444E+11;400.000,00;73.283,56;69.286,80;402.665,29;0;258.761,11
2024;Emenda Individual - Transferências com Finalidade Definida;BANDEIRA DE MELLO;8;RIO DE JANEIRO - RJ;Educação;Educação básica;5111 - EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE;20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA;APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS;2,02443E+11;400.000,00;0;0;800.000,00;0;0
2024;Emenda Individual - Transferências com Finalidade Definida;JOAO MAIA;5;RIO GRANDE DO NORTE (UF);Educação;Ensino superior;5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE;0048 - APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS;APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS - DESPESAS DIVERSAS;2,02424E+11;400.000,00;0;0;800.000,00;0;0
2021;Emenda Individual - Transferências com Finalidade Definida;PAULO ROCHA;8;PARÁ (UF);Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS;2,02138E+11;400.000,00;0;0;800.000,00;0;400.000,00
2021;Emenda Individual - Transferências com Finalidade Definida;MARGARETE COELHO;8;PIAUÍ (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;2,0214E+11;400.000,00;0;0;1.050.767,27;0;149.232,73
2022;Emenda Individual - Transferências com Finalidade Definida;VINICIUS GURGEL;3;AMAPÁ (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,02227E+11;400.000,00;271.700,00;124.700,00;284.600,00;0;266.000,00
2021;Emenda Individual - Transferências com Finalidade Definida;JANDIRA FEGHALI;11;RIO DE JANEIRO (UF);Educação;Assistência hospitalar e ambulatorial;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;4086 - FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS DE ENSINO;FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS - DESPESAS DIVERSAS;2,02118E+11;400.000,00;400.000,00;0;800.000,00;0;400.000,00
2024;Emenda Individual - Transferências com Finalidade Definida;PEDRO UCZAI;20;SANTA CATARINA (UF);Educação;Ensino superior;5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,02429E+11;400.000,00;200.000,00;200.000,00;300.000,00;0;100.000,00
2024;Emenda Individual - Transferências com Finalidade Definida;FERNANDO MINEIRO;14;RIO GRANDE DO NORTE (UF);Educação;Ensino superior;5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE;0048 - APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS;APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS - DESPESAS DIVERSAS;2,02444E+11;400.000,00;0;0;800.000,00;0;0
2020;Emenda Individual - Transferências com Finalidade Definida;TALIRIA PETRONE;19;RIO DE JANEIRO (UF);Educação;Educação básica;5011 - EDUCACAO BASICA DE QUALIDADE;20RI - FUNCIONAMENTO DAS INSTITUICOES FEDERAIS DE EDUCACAO BASICA;FUNCIONAMENTO DAS INSTITUICOES FEDERAIS DE EDUCACAO BASICA - DESPESAS DIVERSAS;2,02041E+11;400.000,00;0;0;400.000,00;31.315,60;368.684,40
2024;Emenda Individual - Transferências com Finalidade Definida;DOMINGOS SAVIO;10;MINAS GERAIS (UF);Educação;Ensino superior;5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE;0048 - APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS;APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS - DESPESAS DIVERSAS;2,02428E+11;400.000,00;0;0;800.000,00;0;0
2021;Emenda Individual - Transferências com Finalidade Definida;SERGIO PETECAO;11;ACRE (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;2,02129E+11;400.000,00;0;0;800.000,00;0;400.000,00
2022;Emenda Individual - Transferências com Finalidade Definida;ESPERIDIAO AMIN;11;SANTA CATARINA (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;2,02222E+11;400.000,00;370.340,84;0;400.000,00;0;400.000,00
2020;Emenda Individual - Transferências com Finalidade Definida;MARGARIDA SALOMAO;8;MINAS GERAIS (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;2,0203E+11;400.000,00;0;0;400.000,00;0;400.000,00
2020;Emenda Individual - Transferências com Finalidade Definida;AIRTON FALEIRO;9;PARÁ (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;2,02039E+11;400.000,00;0;0;674.914,98;0;125.085,02
